age,job,marital,education,default,balance,housing,day,month,duration,loan
34,admin.,married,secondary,no,2378,yes,10,jul,92,yes
38,management,single,tertiary,no,1515,yes,31,jul,42,no
34,admin.,married,tertiary,no,1636,yes,6,sep,136,yes
40,self-employed,married,secondary,no,1516,yes,23,may,373,yes
48,services,married,secondary,no,127,no,8,jul,117,no
30,management,single,tertiary,no,2876,no,6,aug,103,no
31,management,married,tertiary,no,1384,yes,30,jan,203,no
37,technician,single,secondary,no,228,yes,20,aug,1740,no
32,technician,single,tertiary,no,2481,no,18,aug,547,no
40,blue-collar,married,secondary,no,475,yes,5,may,332,no
41,management,divorced,tertiary,no,1401,no,16,jun,110,no
52,technician,married,unknown,no,425,yes,28,jan,219,no
29,blue-collar,single,secondary,no,244,yes,15,may,19,no
49,management,married,tertiary,yes,-6847,no,21,jul,206,yes
43,management,married,tertiary,yes,0,no,27,aug,25,no
42,management,married,tertiary,no,386,yes,7,may,168,no
37,management,married,tertiary,no,332,yes,14,aug,190,no
57,services,divorced,primary,no,1367,no,9,jun,144,no
25,admin.,single,secondary,no,120,yes,3,jun,542,no
30,technician,single,secondary,no,19,yes,18,aug,16,no
31,admin.,married,secondary,no,3,yes,28,jul,37,no
49,blue-collar,married,primary,yes,-98,yes,20,nov,182,no
47,blue-collar,married,secondary,no,303,no,11,jun,261,no
57,services,divorced,secondary,no,-752,yes,28,may,102,no
26,student,single,tertiary,no,97,no,27,aug,382,no
40,retired,married,tertiary,no,794,no,9,may,138,no
34,admin.,single,secondary,no,1880,yes,23,may,297,no
41,blue-collar,married,unknown,no,732,yes,16,may,25,no
53,management,married,tertiary,no,5261,no,25,jul,1209,yes
26,admin.,single,secondary,no,712,yes,6,may,232,no
28,student,single,secondary,no,28,no,29,jan,220,no
54,retired,married,primary,no,0,yes,11,jul,159,no
42,technician,married,secondary,no,827,no,25,aug,153,no
29,student,single,secondary,no,110,yes,7,may,169,no
49,unemployed,married,tertiary,no,377,no,22,may,158,no
32,services,married,secondary,no,-344,no,4,feb,44,yes
29,admin.,single,tertiary,no,261,no,17,mar,136,no
60,blue-collar,married,unknown,no,104,yes,5,may,22,no
51,retired,married,primary,no,610,no,9,jun,86,no
40,housemaid,divorced,secondary,no,4328,no,20,aug,133,no
44,blue-collar,married,tertiary,no,1371,no,13,may,788,no
47,blue-collar,married,primary,no,193,yes,29,aug,171,no
32,blue-collar,single,unknown,no,258,yes,18,may,291,no
43,blue-collar,married,primary,no,56,no,12,may,365,no
59,retired,married,secondary,no,136,no,6,aug,301,no
24,blue-collar,married,secondary,no,1222,yes,20,apr,369,no
26,admin.,single,tertiary,no,3672,yes,29,may,360,no
37,blue-collar,single,unknown,no,2188,no,16,may,193,no
27,management,single,secondary,no,924,yes,3,feb,84,no
32,technician,married,secondary,no,11431,no,12,aug,141,no
44,blue-collar,married,primary,no,140,yes,15,may,7,no
34,technician,divorced,secondary,no,27,yes,26,may,133,no
39,management,married,tertiary,no,-468,yes,8,aug,88,yes
30,services,single,secondary,no,438,yes,18,may,98,no
44,admin.,divorced,secondary,no,-43,yes,20,apr,206,yes
22,student,single,tertiary,no,1161,no,16,jun,119,yes
28,services,single,secondary,no,458,no,4,feb,112,no
41,blue-collar,married,primary,no,-441,yes,5,may,352,no
30,technician,married,secondary,no,2278,no,19,nov,47,yes
36,technician,single,secondary,no,0,no,28,aug,8,no
39,services,married,secondary,no,702,yes,8,apr,303,no
38,technician,single,tertiary,no,69,yes,13,may,253,no
31,services,married,secondary,no,182,no,20,aug,231,no
29,management,married,tertiary,no,318,yes,18,may,1434,no
42,blue-collar,married,primary,no,-181,yes,15,may,297,no
27,technician,single,secondary,no,261,yes,29,jan,236,no
55,services,married,secondary,no,244,yes,8,may,171,no
28,technician,married,secondary,no,880,yes,26,may,188,no
47,technician,married,secondary,no,2283,yes,21,nov,170,no
49,technician,married,secondary,no,550,yes,5,jun,412,no
38,entrepreneur,married,tertiary,no,7752,yes,15,jul,138,no
53,technician,married,secondary,no,6,yes,5,may,517,no
31,blue-collar,married,secondary,no,4471,yes,9,may,296,no
57,housemaid,married,primary,no,1969,no,14,aug,286,no
36,management,single,tertiary,no,219,no,3,feb,22,no
38,management,married,tertiary,no,76,yes,20,apr,167,no
30,admin.,single,secondary,no,60,no,29,jan,55,no
36,management,single,tertiary,no,8,no,29,jul,858,no
29,services,married,secondary,no,19,yes,29,jul,327,no
32,admin.,married,secondary,no,20011,no,20,apr,234,no
48,unemployed,married,primary,no,608,no,30,jul,362,no
53,retired,married,primary,no,1068,no,28,jan,200,no
35,technician,married,tertiary,no,-269,yes,14,may,344,yes
48,management,married,tertiary,no,494,no,29,aug,81,no
31,entrepreneur,single,secondary,no,159,yes,21,nov,66,no
30,technician,single,secondary,no,-754,yes,26,may,974,yes
28,admin.,married,secondary,no,157,yes,28,jul,164,yes
42,management,married,tertiary,no,2110,no,31,jul,106,yes
31,housemaid,married,primary,no,2603,yes,18,nov,224,no
36,management,single,secondary,no,992,no,6,jun,351,no
43,technician,single,secondary,no,593,yes,5,may,55,no
28,student,married,tertiary,no,327,yes,15,may,104,no
34,management,single,tertiary,no,6766,no,28,aug,210,no
36,technician,married,secondary,no,432,yes,4,aug,94,yes
28,admin.,single,secondary,no,25,yes,5,jun,109,no
34,blue-collar,married,primary,no,5299,yes,26,jun,75,no
53,admin.,single,secondary,no,291,no,23,jul,145,no
52,self-employed,married,secondary,no,517,no,26,aug,77,no
44,unemployed,married,primary,no,97,yes,5,jun,105,no
58,self-employed,married,tertiary,no,1636,no,15,apr,187,no
47,admin.,married,secondary,no,996,no,29,aug,247,no
40,blue-collar,single,secondary,no,0,yes,27,may,59,no
39,management,married,tertiary,no,710,yes,11,jul,211,no
33,self-employed,single,tertiary,no,1049,no,4,may,126,no
23,student,single,secondary,no,556,yes,15,may,170,no
31,services,single,secondary,no,629,yes,21,may,369,no
39,blue-collar,married,primary,no,186,yes,16,may,208,no
42,management,divorced,tertiary,no,0,no,19,may,131,no
46,admin.,married,secondary,no,1264,no,28,jan,100,no
22,student,single,secondary,no,64,no,4,jun,112,no
50,technician,married,secondary,no,2497,yes,21,nov,35,no
50,technician,single,secondary,no,-97,yes,8,apr,425,no
34,management,married,tertiary,no,161,yes,11,jul,378,no
40,admin.,married,secondary,no,732,no,9,sep,71,no
39,blue-collar,married,secondary,no,94,yes,19,nov,181,yes
51,blue-collar,married,tertiary,no,2404,yes,20,nov,30,no
45,management,married,secondary,no,21,yes,3,jun,788,no
34,technician,single,tertiary,no,2658,yes,31,mar,265,no
30,self-employed,married,secondary,no,131,yes,8,may,306,no
57,unemployed,married,primary,no,0,yes,20,nov,231,no
42,blue-collar,married,secondary,no,351,yes,16,may,76,no
51,technician,married,secondary,no,564,no,8,jul,187,yes
38,blue-collar,married,primary,no,2240,yes,19,nov,551,no
60,self-employed,married,primary,no,46,yes,6,may,202,no
38,blue-collar,married,primary,no,132,yes,14,may,797,no
37,retired,married,secondary,no,71,no,8,may,254,yes
34,management,single,tertiary,no,0,yes,26,may,197,yes
39,housemaid,married,primary,no,267,no,9,jun,1151,no
55,services,married,secondary,no,841,yes,15,may,140,no
48,blue-collar,married,primary,no,51,no,9,jul,76,yes
42,blue-collar,married,primary,no,7735,yes,13,apr,166,no
29,housemaid,married,primary,no,417,no,23,jul,108,no
33,blue-collar,single,secondary,no,-14,yes,14,may,223,no
35,blue-collar,married,primary,no,2490,yes,18,may,170,no
28,admin.,married,secondary,no,0,yes,7,may,47,no
26,blue-collar,single,secondary,no,184,no,3,feb,110,no
40,services,single,secondary,no,19343,yes,21,nov,13,no
42,admin.,married,secondary,no,947,no,30,jul,158,no
49,blue-collar,married,secondary,no,90,yes,7,may,127,no
32,admin.,single,secondary,no,10218,yes,19,nov,149,no
33,technician,married,secondary,yes,72,yes,6,may,623,no
30,technician,single,secondary,no,120,yes,18,may,74,no
20,student,single,secondary,no,130,no,4,may,75,no
51,blue-collar,married,unknown,no,41,yes,9,jul,16,no
38,blue-collar,single,primary,no,0,yes,7,may,350,no
53,technician,married,tertiary,no,673,yes,9,jul,182,no
34,blue-collar,divorced,secondary,no,-131,yes,7,may,132,no
30,blue-collar,married,primary,no,2607,yes,28,may,158,no
36,unemployed,divorced,secondary,no,5,yes,8,jul,305,no
36,management,married,tertiary,no,23,no,26,aug,133,no
39,blue-collar,married,secondary,no,180,yes,16,apr,237,no
33,technician,single,tertiary,no,68,no,14,aug,96,no
42,management,married,tertiary,no,0,no,13,aug,325,no
30,management,single,tertiary,no,565,yes,26,oct,104,no
23,technician,single,secondary,no,598,no,30,apr,166,no
37,technician,single,tertiary,no,1609,no,20,jun,10,yes
77,retired,married,tertiary,no,1047,no,30,jun,108,no
33,technician,married,tertiary,no,5641,no,18,aug,168,no
33,blue-collar,single,primary,no,557,yes,17,apr,91,no
40,blue-collar,single,secondary,no,1066,yes,21,may,171,no
58,retired,married,secondary,no,35,no,29,jul,336,no
29,management,single,tertiary,no,54,yes,26,may,257,yes
43,management,single,tertiary,no,1806,yes,12,aug,161,no
34,blue-collar,single,secondary,no,39,no,13,may,254,no
38,admin.,divorced,secondary,no,0,yes,21,jul,93,no
38,admin.,divorced,secondary,no,930,yes,5,may,46,no
40,blue-collar,married,primary,no,0,no,24,jul,313,no
59,management,married,tertiary,no,2764,no,18,feb,459,no
44,admin.,single,secondary,no,4492,no,31,jul,19,yes
60,retired,divorced,tertiary,no,2166,no,20,jun,8,no
37,management,single,tertiary,no,0,no,20,oct,107,no
50,admin.,married,secondary,no,1575,no,17,nov,407,no
50,management,divorced,tertiary,no,201,yes,24,jul,248,no
35,admin.,married,tertiary,no,318,yes,1,oct,142,yes
39,management,single,tertiary,no,1682,yes,19,nov,147,no
29,self-employed,married,tertiary,no,242,yes,18,jul,73,no
34,management,divorced,secondary,no,291,no,7,aug,91,no
31,technician,divorced,secondary,no,304,no,2,feb,133,no
51,housemaid,married,primary,no,108,no,16,jun,278,no
46,blue-collar,married,primary,no,1303,no,4,aug,174,no
27,admin.,single,secondary,no,292,yes,12,may,53,no
61,retired,married,secondary,no,89,no,28,oct,154,no
34,admin.,married,tertiary,no,788,yes,5,feb,269,no
30,blue-collar,single,secondary,no,573,yes,12,may,116,no
58,management,married,tertiary,no,1318,no,16,jul,184,no
30,technician,single,secondary,no,151,no,3,feb,276,no
50,blue-collar,married,primary,no,-37,yes,12,may,78,no
30,blue-collar,single,secondary,no,522,no,6,feb,197,no
43,entrepreneur,married,primary,no,2315,yes,14,may,42,yes
35,services,divorced,secondary,no,-718,yes,21,nov,47,no
36,management,single,tertiary,no,4,yes,7,jul,529,no
46,entrepreneur,married,tertiary,no,-43,no,12,may,138,no
46,admin.,single,secondary,no,596,yes,20,apr,138,no
29,unemployed,single,secondary,no,670,yes,26,sep,6,no
48,blue-collar,married,primary,no,430,no,14,may,340,no
50,management,divorced,tertiary,no,60,no,19,aug,255,no
53,admin.,divorced,secondary,no,0,yes,30,apr,586,yes
38,entrepreneur,married,tertiary,no,678,no,18,nov,82,yes
27,management,married,tertiary,no,159,yes,25,jul,295,no
36,technician,married,secondary,no,1345,yes,18,nov,82,no
48,services,married,primary,no,483,no,6,aug,119,no
59,unknown,married,unknown,no,2443,no,20,jun,8,no
21,student,single,tertiary,no,1258,no,7,jul,404,no
56,retired,divorced,secondary,no,389,yes,18,jun,379,no
57,admin.,divorced,secondary,no,0,no,9,sep,121,no
41,blue-collar,married,secondary,no,2067,yes,20,jun,120,no
36,management,married,tertiary,no,332,yes,22,may,566,no
45,management,married,tertiary,no,80,no,19,nov,157,yes
40,housemaid,married,secondary,no,84,yes,12,jun,230,yes
30,admin.,single,secondary,no,2702,yes,24,jul,129,no
75,retired,divorced,primary,no,37127,no,11,feb,505,no
35,technician,single,tertiary,no,0,yes,28,aug,46,no
58,admin.,married,secondary,no,1813,yes,17,jul,15,no
29,technician,single,secondary,no,1612,yes,26,may,375,no
54,technician,single,secondary,no,198,yes,17,nov,120,yes
28,blue-collar,single,secondary,no,1106,yes,17,apr,73,no
33,student,single,unknown,no,2321,no,15,apr,699,no
56,admin.,married,secondary,no,33,no,19,nov,111,yes
50,management,married,tertiary,no,101,yes,15,may,348,no
37,technician,single,secondary,no,-59,yes,22,jul,70,no
49,services,married,secondary,no,486,yes,30,may,43,yes
54,retired,married,primary,no,136,yes,3,apr,352,no
40,management,married,tertiary,no,193,no,18,aug,105,no
33,technician,married,secondary,no,5083,no,27,oct,161,no
48,management,married,unknown,no,0,yes,8,may,612,no
43,management,married,tertiary,no,8,no,11,aug,95,no
35,blue-collar,single,primary,no,21,yes,27,may,129,no
55,technician,married,secondary,no,570,no,27,aug,94,no
33,management,married,tertiary,no,644,yes,3,feb,124,yes
41,technician,single,tertiary,no,1104,no,9,jun,352,no
57,blue-collar,married,secondary,no,6004,yes,12,aug,157,no
50,self-employed,married,tertiary,no,1503,no,27,aug,128,no
63,technician,married,secondary,no,896,yes,28,jan,115,no
33,technician,single,secondary,no,177,yes,23,may,293,no
47,blue-collar,married,secondary,no,665,no,18,aug,885,no
36,services,married,secondary,no,380,yes,20,may,26,no
23,student,single,secondary,no,151,yes,9,may,97,no
33,technician,single,tertiary,no,179,yes,18,nov,432,no
36,management,married,tertiary,no,4,no,29,jul,261,yes
47,blue-collar,married,secondary,no,116,yes,8,may,376,no
39,management,married,tertiary,no,0,no,28,aug,93,no
44,blue-collar,divorced,primary,no,-57,yes,7,may,234,no
60,retired,married,primary,no,894,yes,15,may,65,no
42,management,married,tertiary,no,478,no,8,jul,165,yes
32,technician,single,secondary,no,10,no,19,aug,190,no
33,admin.,married,secondary,no,30,yes,5,may,125,no
37,management,married,tertiary,no,578,yes,8,aug,401,no
33,management,single,tertiary,no,2360,yes,20,nov,268,no
59,retired,married,primary,no,-47,yes,27,aug,84,no
42,technician,married,tertiary,no,-805,no,8,aug,103,no
59,management,married,tertiary,yes,782,no,13,aug,127,yes
31,technician,single,secondary,no,1282,no,12,may,144,no
50,self-employed,single,secondary,no,766,yes,7,may,253,no
29,blue-collar,single,secondary,no,348,yes,9,may,185,no
36,entrepreneur,single,secondary,no,296,no,18,nov,67,no
33,services,married,primary,no,908,yes,14,jul,184,yes
38,admin.,divorced,secondary,no,0,no,5,jun,56,no
33,management,single,tertiary,no,5276,no,4,nov,572,no
36,entrepreneur,single,tertiary,no,658,yes,16,jun,61,no
36,management,single,tertiary,no,1089,yes,30,may,126,no
44,admin.,married,secondary,no,1042,yes,18,may,136,no
29,blue-collar,married,primary,no,544,no,21,jul,121,yes
44,blue-collar,married,primary,no,134,yes,7,may,378,no
55,management,married,tertiary,no,73,yes,5,may,142,no
38,blue-collar,single,secondary,no,13156,yes,17,apr,291,no
39,management,divorced,tertiary,no,30,no,3,feb,265,yes
45,blue-collar,married,primary,no,-66,yes,6,may,263,no
36,management,single,tertiary,no,1373,yes,20,may,144,no
36,management,married,tertiary,no,8564,yes,23,may,125,no
59,retired,divorced,primary,no,81,yes,5,may,107,no
41,admin.,married,tertiary,no,5426,yes,14,may,149,no
29,self-employed,single,tertiary,no,16,yes,6,may,43,no
50,management,single,tertiary,no,297,yes,5,may,119,no
51,blue-collar,divorced,secondary,no,734,yes,5,may,17,yes
29,management,single,tertiary,no,1514,yes,5,may,363,no
40,technician,single,secondary,no,153,no,7,aug,125,no
36,student,married,primary,no,3503,no,6,jun,31,no
49,technician,married,secondary,no,-849,yes,27,may,197,yes
45,technician,married,secondary,no,1441,yes,18,nov,93,no
40,management,married,tertiary,no,2487,no,30,apr,126,no
31,management,married,tertiary,no,927,no,18,aug,100,no
32,entrepreneur,married,tertiary,no,598,no,18,aug,135,no
44,admin.,married,secondary,no,345,yes,16,jul,208,no
27,blue-collar,married,secondary,no,197,no,23,jul,222,no
25,admin.,single,tertiary,no,220,no,26,may,68,no
56,services,married,secondary,no,9,no,20,aug,285,yes
59,retired,married,secondary,no,5678,yes,14,may,238,no
31,management,single,tertiary,no,0,no,25,aug,9,no
49,admin.,divorced,secondary,no,169,yes,30,may,447,no
50,blue-collar,divorced,primary,no,388,no,5,feb,701,no
42,unknown,single,unknown,yes,61,no,20,jun,115,no
37,management,married,tertiary,no,7100,no,20,nov,757,no
36,blue-collar,single,secondary,no,219,yes,11,may,270,yes
53,blue-collar,married,secondary,no,-76,no,29,jan,173,no
51,blue-collar,married,unknown,no,1432,no,9,jul,388,no
42,blue-collar,married,secondary,no,879,yes,18,nov,140,no
47,housemaid,married,primary,no,0,yes,24,jul,193,no
40,self-employed,married,tertiary,no,1498,no,4,feb,62,no
25,blue-collar,single,secondary,no,543,yes,15,may,302,no
36,blue-collar,married,secondary,no,1797,yes,17,nov,166,yes
80,retired,married,primary,no,2994,no,6,aug,320,no
60,self-employed,married,secondary,no,1690,no,28,aug,64,no
51,management,married,secondary,no,1573,no,28,aug,72,no
59,housemaid,married,tertiary,no,0,no,29,jul,376,yes
80,retired,married,secondary,no,173,no,2,aug,87,no
47,admin.,married,unknown,no,989,no,19,jun,116,no
36,services,married,secondary,no,335,yes,9,may,339,no
31,blue-collar,single,unknown,yes,17,yes,6,may,72,no
33,technician,married,secondary,no,-74,yes,25,jul,198,no
45,services,married,unknown,no,8319,no,15,jun,75,no
33,blue-collar,single,secondary,no,15341,no,20,apr,335,no
51,technician,married,secondary,no,52,no,13,aug,114,no
51,unemployed,divorced,secondary,no,-56,yes,19,nov,544,no
48,blue-collar,married,primary,no,1670,no,17,jun,145,no
34,technician,single,tertiary,no,370,no,11,aug,116,no
28,management,single,tertiary,no,466,yes,23,jul,170,no
33,technician,single,secondary,no,2583,no,25,may,241,no
36,services,married,secondary,no,1177,yes,3,feb,50,yes
40,self-employed,married,secondary,no,311,yes,20,may,723,no
34,entrepreneur,married,tertiary,no,842,yes,6,may,141,no
31,technician,single,tertiary,no,2744,yes,8,aug,309,no
49,technician,married,tertiary,no,503,no,1,jul,297,no
35,management,single,tertiary,no,62,yes,5,may,214,no
38,management,single,tertiary,no,4841,no,22,may,580,no
32,technician,married,secondary,no,253,yes,21,nov,76,no
33,blue-collar,married,secondary,no,842,no,29,aug,111,no
39,admin.,married,unknown,no,378,no,20,jun,17,no
30,services,married,secondary,no,637,yes,15,may,69,no
53,admin.,divorced,secondary,no,-372,yes,26,may,104,no
24,technician,single,secondary,no,135,yes,18,may,250,yes
52,entrepreneur,divorced,secondary,no,7,no,24,jul,150,no
27,management,single,tertiary,no,446,no,23,jun,205,no
36,admin.,single,secondary,no,1328,no,30,jul,69,no
29,admin.,married,secondary,no,252,yes,15,may,1223,no
47,blue-collar,married,secondary,no,125,no,8,jul,210,no
43,blue-collar,married,secondary,no,1324,yes,12,may,179,no
48,management,divorced,tertiary,no,-244,yes,5,may,253,no
57,entrepreneur,married,unknown,no,657,no,12,jun,344,no
25,management,single,tertiary,no,2140,no,1,oct,81,no
43,services,divorced,secondary,no,5571,no,9,jun,149,no
50,technician,married,secondary,no,103,yes,12,may,79,no
54,technician,divorced,tertiary,no,2133,no,18,nov,176,no
38,services,married,secondary,no,8876,no,19,nov,636,no
41,housemaid,divorced,primary,no,22,yes,18,nov,238,no
35,admin.,married,secondary,no,3854,yes,5,may,131,no
33,management,married,tertiary,no,32,no,29,aug,27,no
51,technician,married,secondary,no,337,yes,20,aug,687,no
29,blue-collar,single,secondary,no,228,no,5,feb,355,no
34,blue-collar,divorced,secondary,no,1125,yes,19,nov,141,yes
51,management,married,tertiary,no,1612,yes,18,nov,61,no
58,housemaid,married,primary,no,1310,yes,22,jul,1226,yes
50,services,divorced,secondary,yes,-210,no,21,aug,153,yes
38,housemaid,married,secondary,no,0,yes,23,jul,157,no
57,entrepreneur,married,unknown,no,975,yes,22,jul,236,yes
49,services,married,tertiary,no,306,yes,18,aug,285,no
42,blue-collar,married,primary,no,170,yes,19,may,51,no
33,technician,single,tertiary,no,154,no,18,mar,159,no
34,self-employed,married,tertiary,no,1972,yes,23,jul,61,no
36,admin.,single,tertiary,no,994,no,13,aug,185,no
60,retired,divorced,tertiary,no,380,no,21,jul,219,no
37,services,single,secondary,no,54,yes,10,jul,118,no
41,blue-collar,married,primary,no,512,yes,6,may,233,no
36,management,single,tertiary,no,1027,yes,4,jun,151,no
56,unemployed,divorced,primary,no,1770,no,5,feb,916,no
34,management,married,tertiary,no,13,yes,30,jul,99,no
33,unemployed,married,secondary,no,438,yes,21,may,129,yes
29,blue-collar,married,secondary,no,162,yes,15,jul,126,no
43,management,married,tertiary,no,-183,no,24,jul,65,no
29,management,single,unknown,no,698,no,8,feb,186,no
36,admin.,married,secondary,no,165,yes,23,may,456,no
33,technician,single,secondary,no,3499,yes,11,may,143,no
39,management,married,tertiary,no,378,yes,5,may,127,yes
26,technician,single,secondary,no,855,yes,28,may,87,no
41,technician,single,secondary,no,32,yes,7,may,162,no
36,unemployed,divorced,primary,no,0,no,4,jul,304,no
31,management,single,tertiary,no,0,no,25,aug,191,no
34,blue-collar,married,secondary,no,2994,yes,15,may,358,no
28,blue-collar,married,secondary,no,1238,yes,14,may,246,no
47,services,married,secondary,no,1717,no,20,aug,216,no
41,admin.,single,secondary,no,224,yes,12,may,22,no
39,technician,single,secondary,no,1048,yes,8,apr,201,yes
53,admin.,divorced,secondary,no,592,yes,13,may,151,no
45,self-employed,married,secondary,no,396,no,28,aug,238,no
30,services,single,secondary,no,268,no,24,jul,86,no
39,services,married,secondary,no,0,yes,8,may,503,no
30,self-employed,single,secondary,no,5223,no,14,oct,404,no
32,admin.,divorced,secondary,no,1611,yes,13,may,93,yes
66,retired,married,secondary,no,780,no,12,feb,388,no
26,blue-collar,married,primary,no,399,yes,22,jul,1288,no
30,services,single,secondary,no,1649,yes,23,may,206,no
42,services,single,unknown,no,974,no,30,jul,73,no
44,management,married,tertiary,no,22,yes,6,aug,265,no
38,services,married,secondary,no,507,yes,17,apr,55,no
31,technician,divorced,secondary,no,10787,yes,4,jun,135,no
34,technician,married,secondary,no,-259,yes,27,may,124,no
42,blue-collar,married,secondary,no,414,yes,17,apr,400,no
34,admin.,divorced,secondary,no,67,yes,6,may,90,no
31,blue-collar,single,tertiary,no,328,yes,14,may,414,no
30,technician,married,secondary,no,4,yes,8,may,17,no
31,management,single,tertiary,no,471,no,29,aug,153,no
47,blue-collar,married,primary,no,3038,yes,14,jul,151,no
52,blue-collar,married,secondary,no,2276,no,20,jun,83,no
31,blue-collar,married,primary,no,-848,yes,23,may,559,no
51,admin.,married,secondary,no,2662,no,28,jan,148,no
48,services,married,secondary,no,2597,yes,6,may,182,no
47,blue-collar,married,primary,no,550,yes,7,may,113,no
55,retired,married,tertiary,no,357,yes,30,apr,878,no
58,entrepreneur,married,primary,no,1153,yes,12,may,206,yes
74,retired,married,tertiary,no,4912,no,21,oct,129,no
30,technician,single,secondary,no,194,no,27,aug,60,yes
40,management,married,tertiary,yes,0,no,28,jul,165,no
50,blue-collar,married,primary,no,565,yes,28,aug,36,yes
36,management,divorced,tertiary,no,649,no,16,jul,237,no
26,admin.,divorced,secondary,no,-45,yes,4,jun,357,no
30,admin.,married,secondary,no,1310,no,27,oct,3284,no
34,blue-collar,married,secondary,no,2308,yes,7,may,1062,no
53,unemployed,single,secondary,no,4,no,30,jul,259,no
42,blue-collar,married,secondary,no,1297,yes,3,apr,697,no
33,management,married,tertiary,no,1808,yes,4,jun,99,no
35,unemployed,married,secondary,no,2080,yes,14,apr,266,no
33,services,married,secondary,no,5034,yes,8,may,207,no
41,admin.,divorced,secondary,no,322,yes,6,may,87,no
40,blue-collar,married,secondary,no,679,yes,17,apr,642,no
32,management,single,tertiary,no,1742,no,5,jun,231,no
54,management,married,tertiary,no,154,no,9,may,155,no
31,unemployed,single,tertiary,no,140,yes,7,may,11,no
35,services,married,secondary,no,377,no,31,jul,30,yes
47,services,single,secondary,no,3644,no,9,jun,83,no
48,blue-collar,married,primary,yes,-50,yes,14,may,212,no
50,management,married,tertiary,no,453,no,4,jul,608,yes
33,blue-collar,single,secondary,no,45,no,20,jun,13,no
40,blue-collar,married,primary,no,46,yes,6,may,119,no
60,retired,married,secondary,no,2060,no,29,jun,135,no
68,retired,married,secondary,no,1316,no,4,mar,92,no
54,blue-collar,married,unknown,no,-361,yes,26,may,227,no
30,management,single,tertiary,no,349,no,12,aug,180,no
42,blue-collar,single,primary,no,-68,yes,26,may,167,yes
57,retired,married,unknown,no,-157,no,28,aug,31,no
28,management,single,tertiary,no,320,yes,30,apr,239,no
55,management,married,tertiary,no,86,no,16,jun,64,no
42,blue-collar,married,secondary,no,681,yes,18,nov,203,no
49,housemaid,married,primary,no,0,yes,25,jul,42,no
41,management,divorced,tertiary,no,4567,yes,16,jul,106,yes
31,technician,single,secondary,no,40,no,7,aug,123,no
33,blue-collar,single,secondary,no,706,yes,7,apr,329,no
55,admin.,married,secondary,no,420,yes,30,may,41,no
34,technician,single,tertiary,no,0,yes,17,apr,158,no
38,entrepreneur,married,secondary,no,65,no,5,feb,173,no
46,blue-collar,married,secondary,no,-27,yes,11,may,254,no
49,services,single,primary,no,114,yes,7,may,99,no
44,technician,single,tertiary,no,678,no,3,feb,111,no
57,technician,divorced,secondary,no,3105,yes,14,may,173,no
44,housemaid,married,secondary,no,281,yes,8,may,604,no
42,self-employed,married,tertiary,no,1932,yes,16,may,192,no
37,management,divorced,tertiary,no,481,yes,19,aug,97,no
42,blue-collar,single,primary,no,156,yes,15,may,7,no
33,blue-collar,married,secondary,no,0,yes,31,jul,16,yes
31,blue-collar,married,secondary,no,557,yes,27,may,185,yes
34,admin.,married,secondary,no,1467,yes,17,apr,113,no
26,blue-collar,single,secondary,no,428,no,7,jul,575,yes
42,technician,married,secondary,no,994,yes,25,may,365,no
41,technician,single,secondary,no,769,no,20,nov,222,yes
35,technician,married,tertiary,no,108,yes,31,jul,65,no
26,student,single,unknown,no,19,no,30,apr,268,no
42,management,married,tertiary,no,199,yes,9,jul,497,no
36,blue-collar,married,primary,no,448,yes,5,may,286,no
60,admin.,single,secondary,no,473,no,5,feb,175,no
51,entrepreneur,married,primary,no,726,yes,15,apr,87,yes
32,management,single,tertiary,no,0,no,22,aug,148,no
46,blue-collar,married,secondary,no,536,yes,15,may,164,no
31,blue-collar,single,secondary,no,2194,no,13,may,275,no
42,housemaid,divorced,secondary,no,1406,yes,22,jul,178,no
45,technician,married,secondary,no,44,yes,5,may,95,no
31,management,divorced,tertiary,no,-6,no,22,aug,119,yes
41,technician,divorced,secondary,no,1631,yes,12,aug,173,no
28,blue-collar,single,secondary,no,4054,yes,11,may,133,no
41,technician,divorced,secondary,no,75,no,20,aug,351,no
36,student,single,unknown,no,172,no,12,jun,81,no
41,blue-collar,married,secondary,no,356,yes,14,may,90,no
40,blue-collar,married,secondary,no,1508,no,3,nov,177,no
40,services,divorced,secondary,no,49,no,18,jul,191,yes
58,blue-collar,married,secondary,no,544,no,17,jun,97,no
32,management,married,tertiary,no,-383,yes,27,may,241,no
30,technician,married,tertiary,no,606,yes,30,apr,551,no
43,management,divorced,tertiary,no,-410,no,9,jul,189,yes
33,technician,single,tertiary,no,469,no,26,aug,158,no
30,management,single,tertiary,no,2,no,23,mar,269,no
37,services,divorced,secondary,no,241,yes,14,may,189,no
40,technician,divorced,secondary,no,0,no,29,aug,299,no
39,services,single,secondary,no,322,yes,11,may,35,no
39,management,divorced,tertiary,no,2193,yes,2,jun,550,yes
26,entrepreneur,married,tertiary,yes,144,no,25,jul,730,yes
35,services,married,secondary,no,0,yes,24,jul,810,no
59,management,married,unknown,no,3428,yes,19,nov,103,yes
31,entrepreneur,married,secondary,no,10,yes,29,jan,161,yes
36,management,single,tertiary,no,1841,yes,25,aug,141,no
26,technician,single,secondary,no,84,yes,29,jul,70,no
36,housemaid,married,primary,no,622,no,20,jun,55,no
59,technician,married,primary,no,309,no,29,jul,25,yes
